#Energy [keV]              Counts per [keV-s]              Error
911              8.64796e-05                7.75239e-05
912              3.37243e-05                7.48648e-05
913              6.71049e-05                7.85172e-05
914              -9.00339e-06                7.34035e-05
915              2.17661e-05                7.74184e-05
916              4.60991e-05                6.96134e-05
917              4.16925e-05                7.53235e-05
918              -6.45047e-05                6.945e-05
919              4.0871e-05                7.3681e-05
920              -2.79556e-05                6.84179e-05
921              -3.9638e-05                7.06215e-05
922              3.78492e-05                7.31562e-05
923              -1.55926e-05                7.0048e-05
924              1.84804e-05                7.0814e-05
925              0.000147761                7.6334e-05
926              -5.0493e-05                7.10374e-05
927              -6.88995e-05                6.83117e-05
928              -1.88902e-05                7.00868e-05
929              6.98568e-05                7.63694e-05
930              -1.6414e-05                6.82787e-05
931              -9.68395e-06                6.96848e-05
932              0.000143917                7.41962e-05
933              -5.3239e-05                6.99054e-05
934              -1.72414e-05                7.00674e-05
935              -1.47712e-05                7.17738e-05
936              4.81527e-05                7.38776e-05
937              -1.31101e-06                7.44275e-05
938              2.30042e-05                7.66062e-05
939              -9.06096e-05                6.91688e-05
940              2.94886e-06                7.41041e-05
941              -4.04594e-05                6.88669e-05
942              -3.6886e-05                6.82255e-05
943              8.33289e-05                7.2359e-05
944              3.56607e-05                6.73432e-05
945              -8.17009e-06                6.81791e-05
946              0.000160681                7.34534e-05
947              1.54586e-05                7.02678e-05
948              5.87319e-05                7.4037e-05
949              7.49045e-06                6.97758e-05
950              2.1778e-05                7.07756e-05
951              8.07237e-05                6.92021e-05
952              7.04143e-05                7.19381e-05
953              -0.000194606                6.13702e-05
954              -6.5213e-06                6.81591e-05
955              3.90873e-05                7.22962e-05
956              6.01168e-05                6.76521e-05
957              -3.99078e-05                6.76585e-05
958              -1.35331e-05                7.0897e-05
959              -6.88995e-05                6.83117e-05
960              -2.69933e-05                6.81059e-05
961              -2.53721e-06                6.84114e-05
962              1.84804e-05                7.0814e-05
963              2.68494e-06                6.77456e-05
964              -0.000103242                6.44118e-05
965              -4.87033e-05                6.89655e-05
966              -8.96473e-05                6.88601e-05
967              3.49683e-05                7.06217e-05
968              -2.83722e-05                7.10693e-05
969              -1.11978e-05                7.11586e-05
970              0.00012317                7.47015e-05
971              4.81586e-05                7.04676e-05
972              -6.18937e-05                6.9123e-05
973              0.000105719                7.51671e-05
974              -0.000100637                6.77921e-05
975              -7.75937e-06                6.90707e-05
976              -9.81611e-05                6.5921e-05
977              -5.99631e-05                6.48118e-05
978              -0.000102556                6.47206e-05
979              -3.88047e-05                6.51745e-05
980              3.82659e-05                7.05832e-05
981              -0.000169194                6.52504e-05
982              2.40916e-06                6.83518e-05
983              9.10272e-05                6.99643e-05
984              -5.79036e-05                6.57284e-05
985              2.30161e-05                6.98862e-05
986              3.78216e-06                6.89328e-05
987              -8.03516e-06                6.96653e-05
988              -1.99874e-05                6.89196e-05
989              1.57285e-05                7.31252e-05
990              4.95376e-05                6.74777e-05
991              8.8557e-05                6.82127e-05
992              -9.54902e-06                7.11395e-05
993              -0.000105578                6.41226e-05
994              0.000115207                7.08463e-05
995              -5.52985e-05                6.90443e-05
996              4.51368e-05                6.99187e-05
997              0.000100914                7.32864e-05
998              9.85787e-05                7.30324e-05
999              9.37732e-05                7.10953e-05
1000              -7.05424e-05                6.46296e-05
1001              -2.4658e-05                6.83782e-05
1002              3.09902e-05                6.6789e-05
1003              -0.000132645                6.41508e-05
1004              3.62064e-05                6.97305e-05
1005              5.98253e-06                6.77055e-05
1006              3.04386e-05                6.80128e-05
1007              -5.61199e-05                6.72485e-05
1008              2.23355e-05                6.59696e-05
1009              -9.26632e-05                6.45945e-05
1010              4.4867e-05                6.69246e-05
1011              -0.000114367                6.16284e-05
1012              -8.82684e-05                6.57972e-05
1013              0.00014887                7.0744e-05
1014              1.16095e-05                7.14701e-05
1015              -0.000102421                6.62844e-05
1016              -5.70581e-06                7.33664e-05
1017              6.01109e-05                7.11971e-05
1018              -6.35365e-05                6.54866e-05
1019              7.30254e-05                7.16224e-05
1020              -7.32943e-05                6.7154e-05
1021              4.29365e-05                7.11078e-05
1022              -0.000145559                6.36756e-05
1023              5.42022e-05                7.15527e-05
1024              4.23849e-05                7.22586e-05
1025              7.97555e-05                7.29641e-05
1026              3.51092e-05                6.85571e-05
1027              -1.61323e-05                6.39318e-05
1028              7.35553e-06                6.82921e-05
1029              -6.40822e-05                6.29385e-05
1030              -1.43486e-05                6.54937e-05
1031              -5.73521e-05                6.44612e-05
1032              -6.31258e-05                6.64143e-05
1033              0.000142826                6.96463e-05
1034              1.67026e-05                6.57287e-05
1035              8.05888e-05                6.77058e-05
1036              -6.43579e-05                6.35904e-05
1037              1.31788e-06                6.33837e-05
1038              -2.94199e-06                6.37615e-05
1039              4.78888e-05                6.74978e-05
1040              -3.48146e-05                6.15625e-05
1041              -2.63068e-05                6.8398e-05
1042              -6.21635e-05                6.60928e-05
1043              -3.59297e-05                7.14446e-05
1044              -3.48265e-05                6.90968e-05
1045              2.13673e-05                6.99057e-05
1046              -5.35148e-05                7.0493e-05
1047              2.02854e-07                7.30197e-05
1048              0.000155459                7.40679e-05
1049              -3.51023e-05                6.96912e-05
1050              -0.000139792                6.5507e-05
1051              3.90873e-05                7.22962e-05
1052              -3.99137e-05                7.12031e-05
1053              5.79105e-05                7.23652e-05
1054              -3.414e-05                6.93849e-05
1055              -2.65826e-05                6.89984e-05
1056              3.57957e-05                6.88474e-05
1057              -0.000158198                6.25408e-05
1058              -4.40328e-05                6.95023e-05
1059              4.62341e-05                7.10696e-05
1060              1.18852e-05                7.08907e-05
1061              7.49045e-06                6.97758e-05
1062              -3.45567e-05                7.20007e-05
1063              2.12145e-05                7.84767e-05
1064              0.000197072                8.37682e-05
1065              -0.000104223                7.52869e-05
1066              2.11556e-06                7.89373e-05
1067              -1.642e-05                7.17927e-05
1068              7.54429e-07                7.18811e-05
1069              6.82199e-05                6.9646e-05
1070              3.3877e-05                6.58252e-05
1071              -3.63344e-05                6.70055e-05
1072              1.20261e-05                6.88341e-05
1073              9.65251e-05                6.87158e-05
1074              3.03037e-05                6.64897e-05
1075              2.26113e-05                6.53414e-05
1076              -1.90192e-05                6.49237e-05
1077              6.91881e-05                6.56944e-05
1078              9.87196e-05                7.10379e-05
1079              -9.67801e-06                6.60587e-05
1080              -2.53386e-05                6.43698e-05
1081              -1.66839e-05                6.52093e-05
1082              -3.34476e-05                6.60449e-05
1083              -6.21576e-05                6.22579e-05
1084              -9.81294e-06                6.44895e-05
1085              1.04209e-06                6.40311e-05
1086              5.98253e-06                6.77055e-05
1087              3.56607e-05                6.73432e-05
1088              -1.69597e-05                6.58388e-05
1089              5.62736e-05                6.52304e-05
1090              -6.3745e-06                6.2178e-05
1091              -7.53479e-05                6.24323e-05
1092              -0.000101453                6.21193e-05
1093              0.000148459                6.98737e-05
1094              -3.17988e-05                6.60243e-05
1095              -3.48146e-05                6.15625e-05
1096              1.32701e-05                6.41937e-05
1097              -2.35548e-05                6.59213e-05
1098              -1.28407e-05                6.76318e-05
1099              0.000109164                6.97502e-05
1100              -1.20133e-05                6.57768e-05
1101              3.78552e-05                6.9711e-05
1102              1.29943e-05                6.4833e-05
1103              -7.17805e-05                6.55903e-05
1104              8.45868e-06                6.5832e-05
1105              5.58569e-05                6.80063e-05
1106              -1.62672e-05                6.2309e-05
1107              5.8468e-05                6.76722e-05
1108              2.72819e-05                6.59077e-05
1109              -3.82531e-05                6.38963e-05
1110              -5.15783e-05                6.24469e-05
1111              -0.000139099                6.19584e-05
1112              5.39383e-05                6.49449e-05
1113              4.2121e-05                6.57219e-05
1114              6.39918e-06                6.49168e-05
1115              -1.14617e-05                6.45105e-05
1116              4.87102e-05                6.92871e-05
1117              -0.000138964                6.35901e-05
1118              -5.03462e-05                6.53203e-05
1119              -6.9586e-05                6.80191e-05
1120              -7.30185e-05                6.6537e-05
1121              -2.67234e-05                7.10502e-05
1122              -6.4229e-05                6.88536e-05
1123              -1.17435e-05                6.88209e-05
1124              7.82476e-05                7.09868e-05
1125              -6.65622e-06                6.66394e-05
1126              -8.05701e-05                6.31541e-05
1127              6.47874e-05                6.81993e-05
1128              -2.09378e-05                6.17097e-05
1129              -2.52036e-05                6.59419e-05
1130              -4.8005e-05                6.17389e-05
1131              3.82718e-05                6.70058e-05
1132              -6.24334e-05                6.29169e-05
1133              3.18175e-05                6.49099e-05
1134              1.86272e-05                6.50773e-05
1135              6.02577e-05                6.5494e-05
1136              4.59701e-05                6.44123e-05
1137              -5.55307e-06                6.41159e-05
1138              4.06071e-05                6.72826e-05
1139              -0.000105713                6.25048e-05
1140              8.91085e-05                6.69925e-05
1141              6.26425e-06                6.33193e-05
1142              3.55591e-07                6.37188e-05
1143              0.000134447                6.82593e-05
1144              4.08829e-05                6.66668e-05
1145              -5.39136e-05                6.21486e-05
1146              -9.65004e-05                5.7952e-05
1147              -2.90468e-05                6.3455e-05
1148              1.43733e-05                6.15701e-05
1149              -5.46001e-05                6.18269e-05
1150              -5.00149e-06                6.28162e-05
1151              -9.67762e-05                5.86594e-05
1152              3.525e-05                6.64284e-05
1153              1.14864e-05                6.25994e-05
1154              6.01228e-05                6.39108e-05
1155              -1.42077e-05                6.32619e-05
1156              -0.000103236                6.04703e-05
1157              -1.98406e-05                6.30106e-05
1158              -5.14375e-05                6.01021e-05
1159              -5.28105e-05                5.94348e-05
1160              -1.04994e-05                6.41795e-05
1161              -0.000138542                5.64061e-05
1162              -8.29907e-06                6.28594e-05
1163              4.80296e-05                6.53346e-05
1164              -4.31935e-05                5.9989e-05
1165              2.27522e-05                6.31042e-05
1166              2.52283e-05                6.10898e-05
1167              4.52836e-05                6.4102e-05
1168              6.81583e-06                6.20029e-05
1169              -6.92984e-05                5.96631e-05
1170              -3.75606e-05                6.02528e-05
1171              4.45971e-05                6.37901e-05
1172              1.23078e-05                6.45247e-05
1173              7.68805e-05                6.68366e-05
1174              -3.09714e-05                6.41229e-05
1175              -9.10084e-05                6.06425e-05
1176              -5.51227e-08                6.27512e-05
1177              -5.59731e-05                6.11784e-05
1178              -4.16856e-05                6.23162e-05
1179              -9.51274e-05                5.86362e-05
1180              2.55596e-06                6.23891e-05
1181              -3.09655e-05                6.01625e-05
1182              -4.36042e-05                5.89602e-05
1183              -6.10604e-05                6.35477e-05
1184              -4.44992e-06                6.1489e-05
1185              6.31378e-07                6.30682e-05
1186              8.46462e-06                6.19809e-05
1187              -1.83884e-06                6.11193e-05
1188              -0.00011848                5.53763e-05
1189              -1.90048e-07                6.10971e-05
1190              5.4631e-05                6.13638e-05
1191              4.83054e-05                6.47002e-05
1192              2.93538e-05                5.89835e-05
1193              -8.68835e-05                5.85202e-05
1194              -5.91298e-05                5.88293e-05
1195              -0.000114086                5.67746e-05
1196              4.39106e-05                6.34767e-05
1197              -0.00017715                5.66065e-05
1198              -1.58506e-05                5.9267e-05
1199              9.97254e-06                6.4236e-05
1200              -3.22036e-05                6.11933e-05
1201              4.30833e-05                6.53969e-05
1202              -9.807e-06                6.05531e-05
1203              7.91304e-06                6.32978e-05
1204              -1.84676e-05                6.36405e-05
1205              -6.06437e-05                6.05679e-05
1206              8.92435e-05                6.85044e-05
1207              -1.98564e-06                6.71948e-05
1208              3.22282e-05                6.58458e-05
1209              -2.53128e-06                6.4714e-05
1210              -7.67209e-05                6.17902e-05
1211              -6.17469e-05                6.32331e-05
1212              0.000101337                6.71479e-05
1213              -3.13821e-05                6.31615e-05
1214              -7.67209e-05                6.17902e-05
1215              6.46525e-05                6.66804e-05
1216              0.000115213                6.72829e-05
1217              1.47781e-05                6.63737e-05
1218              3.51151e-05                6.48681e-05
1219              4.98193e-05                6.30756e-05
1220              -3.05607e-05                6.50701e-05
1221              -7.60344e-05                6.21121e-05
1222              -9.07326e-05                5.99585e-05
1223              4.55535e-05                6.72219e-05
1224              1.72542e-05                6.44615e-05
1225              -7.75423e-05                5.97769e-05
1226              1.49189e-05                6.41725e-05
1227              -6.68282e-05                6.1658e-05
1228              5.06407e-05                6.49868e-05
1229              -3.71559e-05                6.51536e-05
1230              -5.82886e-06                6.4756e-05
1231              3.97857e-05                6.54385e-05
1232              -9.73278e-05                6.00491e-05
1233              1.90379e-05                6.60108e-05
1234              3.51825e-06                6.20467e-05
1235              0.00015107                6.95486e-05
1236              -6.23957e-06                6.38041e-05
1237              0.000106835                6.58461e-05
1238              -2.53386e-05                6.43698e-05
1239              -4.84216e-05                6.46648e-05
1240              3.62123e-05                6.61069e-05
1241              -0.000173031                5.86822e-05
1242              6.05335e-05                6.48612e-05
1243              7.57896e-05                6.17468e-05
1244              -5.04752e-05                5.97467e-05
1245              -1.56305e-06                6.04408e-05
1246              5.9944e-06                5.99967e-05
1247              -4.77231e-05                5.68946e-05
1248              -9.53121e-06                5.98681e-05
1249              -2.78028e-05                5.83886e-05
1250              -8.01703e-06                5.81086e-05
1251              6.31511e-05                6.05758e-05
1252              1.32761e-05                6.0238e-05
1253              -5.1989e-05                6.14593e-05
1254              -6.07786e-05                5.88524e-05
1255              -3.98959e-05                5.99436e-05
1256              -6.44869e-05                5.78504e-05
1257              -1.10387e-05                5.74418e-05
1258              6.27338e-05                6.35553e-05
1259              3.22342e-05                6.19956e-05
1260              7.23576e-05                6.01102e-05
1261              -9.20997e-05                5.49822e-05
1262              -1.14576e-06                5.72996e-05
1263              -1.06283e-05                5.84973e-05
1264              -4.56637e-05                5.79366e-05
1265              1.17688e-05                5.78272e-05
1266              -3.86579e-05                5.8891e-05
1267              -4.89544e-05                5.35712e-05
1268              5.06541e-05                5.69109e-05
1269              2.83914e-05                5.93436e-05
1270              1.72601e-05                6.05233e-05
1271              4.65284e-05                5.90911e-05
1272              1.35521e-05                5.95494e-05
1273              -2.10817e-06                5.76702e-05
1274              9.95595e-05                6.17615e-05
1275              -6.09222e-06                5.73707e-05
1276              -7.74104e-06                5.73944e-05
1277              7.60656e-05                6.10751e-05
1278              9.84399e-06                5.85593e-05
1279              6.06814e-05                5.8544e-05
1280              3.39028e-06                5.6149e-05
1281              2.70186e-05                5.86676e-05
1282              7.84009e-05                6.13787e-05
1283              5.73838e-05                5.85904e-05
1284              -8.4542e-05                5.44937e-05
1285              -5.81609e-05                5.40931e-05
1286              -1.10387e-05                5.74418e-05
1287              -1.7082e-05                5.60843e-05
1288              -7.98715e-05                5.51715e-05
1289              -8.24828e-05                5.55807e-05
1290              4.28204e-05                5.80932e-05
1291              4.28204e-05                5.80932e-05
1292              -0.000111744                5.26147e-05
1293              2.15188e-06                5.72521e-05
1294              6.87839e-05                6.08372e-05
1295              5.39446e-05                6.10379e-05
1296              5.11989e-05                5.97167e-05
1297              4.81705e-05                6.30972e-05
1298              -7.39627e-05                5.47096e-05
1299              2.86674e-05                5.86445e-05
1300              6.43895e-05                5.95344e-05
1301              -8.21996e-05                5.01449e-05
1302              -2.83477e-05                5.55157e-05
1303              -4.16727e-05                5.38412e-05
1304              -9.11386e-06                5.66952e-05
1305              7.41479e-05                5.76469e-05
1306              -3.82406e-05                5.56624e-05
1307              7.97808e-05                5.79215e-05
1308              3.51283e-05                5.67753e-05
1309              2.72946e-05                5.79603e-05
1310              7.46999e-05                5.61978e-05
1311              7.65032e-06                5.57196e-05
1312              1.33103e-06                5.50732e-05
1313              3.14202e-05                5.5736e-05
1314              -9.16821e-05                5.15092e-05
1315              8.01912e-05                5.89684e-05
1316              -2.82062e-05                5.28644e-05
1317              3.25585e-06                5.42941e-05
1318              1.65808e-05                5.5955e-05
1319              7.46999e-05                5.61978e-05
1320              6.61798e-05                5.70462e-05
1321              -6.6681e-05                5.49741e-05
1322              5.9719e-05                5.89068e-05
1323              3.12786e-05                5.82568e-05
1324              -5.00512e-05                5.20347e-05
1325              -4.63432e-05                5.31465e-05
1326              -3.16382e-05                5.09433e-05
1327              -2.1066e-05                5.57764e-05
1328              2.61978e-05                5.65433e-05
1329              4.43348e-05                5.62782e-05
1330              -3.4391e-05                5.411e-05
1331              3.92467e-05                5.88451e-05
1332              5.58395e-06                5.89681e-05
1333              -5.12981e-06                5.69982e-05
1334              6.89255e-05                5.84278e-05
1335              5.72493e-05                5.68153e-05
1336              -5.29384e-05                5.32487e-05
1337              -1.80444e-05                5.64629e-05
1338              -5.81609e-05                5.40931e-05
1339              2.31761e-05                5.58578e-05
1340              0.000123202                5.58501e-05
1341              -2.69678e-05                5.16677e-05
1342              -7.82156e-05                5.04872e-05
1343              -5.54081e-05                5.09253e-05
1344              -8.17892e-05                5.13506e-05
1345              4.48868e-05                5.47929e-05
1346              5.49141e-05                5.64873e-05
1347              3.63667e-05                5.56628e-05
1348              -7.45791e-06                5.2148e-05
1349              8.04672e-05                5.82647e-05
1350              1.86401e-05                5.70142e-05
1351              -6.73603e-05                4.99004e-05
1352              -1.1994e-05                5.33849e-05
1353              -5.03272e-05                5.28214e-05
1354              -5.1976e-05                5.28471e-05
1355              -8.9723e-06                5.41017e-05
1356              -1.03451e-05                5.33594e-05
1357              3.05994e-05                5.34953e-05
1358              -2.36701e-05                5.1615e-05
1359              2.9637e-05                5.38921e-05
1360              3.05994e-05                5.34953e-05
1361              6.12405e-05                5.26328e-05
1362              -9.6763e-05                4.9563e-05
1363              -7.01059e-05                4.82753e-05
1364              3.73291e-05                5.52787e-05
1365              -8.59077e-05                4.89651e-05
1366              -4.2904e-05                5.03166e-05
1367              -9.38273e-06                5.29587e-05
1368              6.00863e-06                5.11388e-05
1369              1.24623e-05                5.37741e-05
1370              -1.00691e-05                5.25808e-05
1371              -1.35012e-05                5.06489e-05
1372              6.72838e-05                5.40769e-05
1373              -1.44636e-05                5.10677e-05
1374              4.44763e-05                5.36646e-05
1375              4.95572e-05                5.5467e-05
1376              3.71875e-05                5.78195e-05
1377              -4.53808e-05                5.27441e-05
1378              -0.000163261                4.73075e-05
1379              -9.7315e-05                5.12003e-05
1380              -8.08268e-05                5.09341e-05
1381              1.08135e-05                5.37994e-05
1382              -4.73056e-05                5.35458e-05
1383              7.46999e-05                5.61978e-05
1384              0.000102999                5.93439e-05
1385              -8.21996e-05                5.01449e-05
1386              -1.36428e-05                5.34103e-05
1387              -7.18963e-05                5.11916e-05
1388              1.50736e-05                5.3351e-05
1389              0.000100253                5.79841e-05
1390              -4.08447e-05                5.14919e-05
1391              2.5108e-05                5.04249e-05
1392              -4.35904e-05                4.99186e-05
1393              3.74706e-05                5.26155e-05
1394              -5.15585e-05                4.92237e-05
1395              -8.21925e-05                4.497e-05
1396              -0.00011778                4.60651e-05
1397              -1.26804e-05                5.301e-05
1398              -2.43565e-05                5.12272e-05
1399              1.17831e-05                4.85752e-05
1400              -1.87237e-05                5.1536e-05
1401              -1.87237e-05                5.1536e-05
1402              3.3897e-05                5.34445e-05
1403              -0.000130836                4.84624e-05
1404              6.14306e-06                5.3104e-05
1405              2.66153e-05                5.31724e-05
1406              3.55458e-05                5.3419e-05
1407              4.32379e-05                5.48177e-05
1408              -4.73056e-05                5.35458e-05
1409              3.53184e-06                5.35291e-05
1410              -7.05163e-05                4.69908e-05
1411              -5.47217e-05                5.13155e-05
1412              7.0723e-05                5.12984e-05
1413              -1.58364e-05                5.02807e-05
1414              8.19816e-05                5.64553e-05
1415              6.08301e-05                5.14571e-05
1416              -8.06852e-05                4.80305e-05
1417              -6.55699e-05                4.69039e-05
1418              -2.0939e-06                4.83882e-05
1419              2.74433e-05                5.07921e-05
1420              3.39741e-06                5.158e-05
1421              -2.22902e-05                4.74517e-05
1422              -0.000117235                4.94897e-05
1423              1.19175e-05                5.06401e-05
1424              -2.9579e-05                5.21044e-05
1425              -7.50524e-05                4.83597e-05
1426              1.12311e-05                5.02447e-05
1427              -1.98205e-05                4.99369e-05
1428              -0.000111461                4.6836e-05
1429              4.58492e-05                5.44027e-05
1430              -4.2352e-05                4.86496e-05
1431              -5.07305e-05                4.66424e-05
1432              -4.86713e-05                4.79079e-05
1433              -1.47396e-05                5.18691e-05
1434              -9.10673e-06                5.21741e-05
1435              -4.70513e-06                4.88543e-05
1436              -1.44636e-05                5.10677e-05
1437              1.4726e-06                5.23995e-05
1438              -4.96337e-05                4.83505e-05
1439              -2.78032e-06                4.79743e-05
1440              -0.000105828                4.71735e-05
1441              3.3345e-05                5.49663e-05
1442              -2.28421e-05                4.91594e-05
1443              -6.72187e-05                4.69329e-05
1444              2.41329e-07                4.87707e-05
1445              0.000122792                5.47436e-05
1446              -3.75471e-05                5.1439e-05
1447              -4.40008e-05                4.86775e-05
1448              -3.06758e-05                5.05234e-05
1449              4.805e-05                5.2839e-05
1450              -9.42862e-05                4.69713e-05
1451              4.15962e-05                5.01546e-05
1452              -3.89199e-05                5.06577e-05
1453              3.30762e-05                5.11035e-05
1454              4.35139e-05                5.40601e-05
1455              4.15753e-05                6.31833e-05
1456              6.11745e-06                6.92019e-05
1457              0.000130568                8.53863e-05
1458              0.000127229                0.000103642
1459              0.00015838                0.000118029
1460              5.66482e-05                0.000129952
1461              5.66267e-05                0.000133686
1462              3.05423e-05                0.000129802
1463              8.4466e-05                0.000116096
1464              0.000110483                9.68235e-05
1465              -1.5868e-06                7.49796e-05
1466              6.32855e-05                6.22438e-05
1467              -4.34559e-05                5.19301e-05
1468              -7.18192e-06                5.1351e-05
1469              2.71673e-05                5.15977e-05
1470              4.39315e-05                5.05237e-05
1471              9.49033e-05                5.2495e-05
1472              -2.14693e-05                4.99641e-05
1473              -4.01872e-06                4.92608e-05
1474              1.74859e-06                5.16064e-05
1475              6.26133e-05                5.33852e-05
1476              -3.74272e-06                4.84163e-05
1477              -9.97068e-07                5.00368e-05
1478              3.67842e-05                5.22351e-05
1479              1.49391e-05                5.13952e-05
1480              -1.58293e-05                4.51213e-05
1481              6.30309e-05                4.9801e-05
1482              -3.36903e-05                4.45348e-05
1483              -8.41319e-06                4.76425e-05
1484              -7.83429e-05                4.30335e-05
1485              -3.87784e-05                4.77373e-05
1486              -1.80301e-05                4.69428e-05
1487              -0.000105686                4.40226e-05
1488              5.30035e-05                4.78706e-05
1489              -7.72678e-06                4.80592e-05
1490              5.94573e-05                5.06761e-05
1491              2.33248e-05                4.8379e-05
1492              -4.56496e-05                4.87054e-05
1493              -4.42914e-06                4.80026e-05
1494              -6.419e-05                4.22792e-05
1495              9.38065e-05                5.09261e-05
1496              1.53567e-05                4.76616e-05
1497              -2.0939e-06                4.83882e-05
1498              -7.93053e-05                4.35257e-05
1499              -3.09447e-05                4.62913e-05
1500              -5.18273e-05                4.48693e-05
1501              0.000106997                5.07121e-05
1502              6.69505e-06                5.15273e-05
1503              -1.87165e-05                4.6516e-05
1504              -1.41876e-05                5.02536e-05
1505              -7.45078e-06                4.71932e-05
1506              -2.37703e-06                5.40011e-05
1507              -7.3814e-05                4.70486e-05
1508              -5.89746e-05                4.67878e-05
1509              3.10169e-05                4.9919e-05
1510              -9.01606e-05                4.41973e-05
1511              1.08207e-05                4.90118e-05
1512              -2.22902e-05                4.74517e-05
1513              -9.12575e-05                4.23219e-05
1514              8.41896e-05                5.02721e-05
1515              -1.44565e-05                4.59967e-05
1516              -1.08829e-05                4.50308e-05
1517              -4.49561e-05                4.38165e-05
1518              -7.66941e-05                4.30019e-05
1519              2.71744e-05                4.65844e-05
1520              -1.68348e-06                4.96366e-05
1521              -4.83956e-06                4.67106e-05
1522              -5.59459e-05                4.21182e-05
1523              4.23251e-06                4.38271e-05
1524              3.73433e-05                4.55116e-05
1525              -6.3914e-05                4.12922e-05
1526              -6.48838e-06                4.67397e-05
1527              -7.7791e-05                4.1072e-05
1528              1.13726e-05                4.72988e-05
1529              4.10514e-05                4.67787e-05
1530              2.84128e-05                4.52219e-05
1531              -8.72734e-05                4.2727e-05
1532              -2.70951e-05                4.44125e-05
1533              -6.13028e-05                4.07397e-05
1534              -5.52594e-05                4.2589e-05
1535              -8.46622e-05                4.21932e-05
1536              -3.75329e-05                4.07621e-05
1537              9.69697e-05                4.88177e-05
1538              2.36008e-05                4.75188e-05
1539              -9.40032e-05                4.03931e-05
1540              -2.72295e-05                4.20429e-05
1541              -9.0996e-06                4.7222e-05
1542              4.21482e-05                4.8482e-05
1543              -4.13824e-05                4.28014e-05
1544              -3.14895e-05                4.26104e-05
1545              4.07754e-05                4.76522e-05
1546              2.99411e-06                4.52317e-05
1547              3.61049e-05                4.68658e-05
1548              1.74231e-05                4.35783e-05
1549              -1.8851e-05                4.42592e-05
1550              -8.19095e-05                3.80473e-05
1551              -9.90842e-05                3.788e-05
1552              6.16581e-05                4.89936e-05
1553              1.61847e-05                4.49907e-05
1554              2.66296e-05                4.29287e-05
1555              5.60534e-06                4.47279e-05
1556              -4.77018e-05                4.19565e-05
1557              -1.22557e-05                4.41362e-05
1558              1.90719e-05                4.35471e-05
1559              -3.98681e-05                4.03036e-05
1560              -2.40664e-05                3.94627e-05
1561              -3.13551e-05                4.49501e-05
1562              -1.55533e-05                4.41977e-05
1563              9.86538e-06                4.41876e-05
1564              -3.30039e-05                4.49803e-05
1565              1.17902e-05                4.32127e-05
1566              -4.75603e-05                3.83796e-05
1567              0.000172808                5.24435e-05
1568              1.89728e-06                4.34011e-05
1569              -6.44659e-05                4.32437e-05
1570              8.47415e-05                4.86036e-05
1571              -4.24793e-05                4.0862e-05
1572              3.21209e-05                4.64968e-05
1573              6.56775e-06                4.42491e-05
1574              2.48392e-05                4.61838e-05
1575              3.48665e-05                4.81819e-05
1576              -4.9761e-05                4.05054e-05
1577              -5.4849e-05                4.40023e-05
1578              7.94057e-06                4.51415e-05
1579              2.34664e-05                4.53119e-05
1580              -8.55507e-07                4.70779e-05
1581              -4.04201e-05                4.23008e-05
1582              7.84223e-05                4.78612e-05
1583              1.11038e-05                4.27487e-05
1584              6.55077e-05                4.72224e-05
1585              -2.91543e-05                4.30443e-05
1586              -3.6712e-05                4.36611e-05
1587              -1.61053e-05                4.60263e-05
1588              1.48047e-05                4.9362e-05
1589              1.09622e-05                4.5987e-05
1590              3.88506e-05                4.8538e-05
1591              -2.3387e-05                4.571e-05
1592              6.63285e-05                4.97464e-05
1593              3.08825e-05                4.78231e-05
1594              -6.61147e-05                4.32752e-05
1595              7.66458e-06                4.60461e-05
1596              6.78429e-05                4.76143e-05
1597              2.31904e-05                4.62132e-05
1598              -1.19797e-05                4.31916e-05
1599              -4.46801e-05                4.28649e-05
1600              -1.65157e-05                4.46771e-05
1601              -4.01158e-06                4.39819e-05
1602              -1.92614e-05                4.28545e-05
1603              -2.37974e-05                4.43513e-05
1604              5.10859e-05                4.34118e-05
1605              -8.72665e-05                3.65154e-05
1606              4.09095e-06                4.69912e-05
1607              -8.52072e-05                3.81187e-05
1608              2.81368e-05                4.61249e-05
1609              -5.67668e-05                3.91049e-05
1610              2.77264e-05                4.47787e-05
1611              -2.59911e-05                4.0528e-05
1612              1.60502e-05                4.26532e-05
1613              4.42146e-05                4.44741e-05
1614              1.24766e-05                4.36718e-05
1615              -3.35488e-05                4.11824e-05
1616              -7.03323e-06                4.30971e-05
1617              -4.46801e-05                4.28649e-05
1618              -5.9364e-06                4.49402e-05
1619              4.86091e-05                4.62035e-05
1620              3.95652e-06                4.47583e-05
1621              1.10967e-05                4.81629e-05
1622              -4.39937e-05                4.33276e-05
1623              -6.35035e-05                4.27483e-05
1624              5.52043e-05                4.60857e-05
1625              -7.05093e-05                4.14236e-05
1626              1.38494e-05                4.45757e-05
1627              -6.34682e-06                4.35574e-05
1628              -8.12231e-05                3.85679e-05
1629              8.90298e-06                4.46671e-05
1630              -1.39045e-05                4.4167e-05
1631              4.23251e-06                4.38271e-05
1632              -5.29242e-05                4.30231e-05
1633              -5.82811e-05                4.16746e-05
1634              5.65772e-05                4.69432e-05
1635              -4.61874e-05                3.94051e-05
1636              3.43217e-05                4.46571e-05
1637              9.86538e-06                4.41876e-05
